transaction_id,customer_id,product_category,purchase_amount,payment_method,purchase_date
T007070,C7340,Toys,95.72,PayPal,8/11/2024
T007071,C3076,Home,113.94,PayPal,1/6/2025
T007072,C4381,Toys,29.32,Gift Card,8/16/2024
T007073,C7750,Clothing,91.27,PayPal,10/27/2024
T007074,C1150,Clothing,80.77,Credit Card,8/5/2024
T007075,C7301,Toys,30.79,PayPal,11/1/2024
T007076,C3101,Toys,104.18,PayPal,4/16/2025
T007077,C2900,Electronics,30.85,Gift Card,3/18/2025
T007078,C4791,Home,96.93,Crypto,11/2/2024
T007079,C1376,Toys,22.6,Credit Card,9/8/2024
T007080,C9147,Home,27.3,Crypto,3/25/2025
T007081,C4835,Home,35.66,Credit Card,7/8/2024
T007082,C4348,Beauty,37.32,PayPal,10/1/2024
T007083,C3026,Electronics,15.24,Gift Card,7/20/2024
T007084,C9727,Beauty,11.31,Credit Card,11/22/2024
T007085,C5392,Clothing,68.94,Credit Card,4/4/2025
T007086,C2334,Toys,74.95,Credit Card,5/2/2025
T007087,C2776,Clothing,66.04,PayPal,10/24/2024
T007088,C8656,Electronics,51.15,PayPal,9/16/2024
T007089,C6119,Electronics,145.36,Credit Card,3/23/2025
T007090,C4643,Clothing,126.58,Credit Card,6/25/2025
T007091,C4700,Beauty,63.22,Credit Card,7/21/2024
T007092,C9920,Home,142.92,Gift Card,11/1/2024
T007093,C5010,Beauty,9.55,Gift Card,9/22/2024
T007094,C5315,Beauty,39.38,Gift Card,7/31/2024
T007095,C3709,Home,10.35,Crypto,11/9/2024
T007096,C9494,Clothing,60.15,Gift Card,7/12/2024
T007097,C7208,Clothing,9.87,PayPal,4/6/2025
T007098,C6612,Electronics,28.06,Crypto,5/30/2025
T007099,C8073,Electronics,153.86,PayPal,11/12/2024
T007100,C9515,Clothing,8.65,Crypto,12/22/2024
T007101,C1814,Clothing,74.83,Crypto,11/3/2024
T007102,C6789,Clothing,21.33,Gift Card,11/9/2024
T007103,C3383,Clothing,94.1,PayPal,11/8/2024
T007104,C1292,Toys,17.87,Crypto,9/30/2024
T007105,C7129,Clothing,102.98,Gift Card,11/1/2024
T007106,C3443,Home,39.13,Crypto,8/31/2024
T007107,C2872,Toys,0.49,Gift Card,10/5/2024
T007108,C2556,Home,8.82,Crypto,9/18/2024
T007109,C8921,Beauty,67.07,Credit Card,2/23/2025
T007110,C8624,Toys,9.51,Crypto,1/18/2025
T007111,C6448,Clothing,207.16,PayPal,3/7/2025
T007112,C5064,Electronics,8.11,Crypto,9/12/2024
T007113,C8479,Electronics,32.08,PayPal,1/19/2025
T007114,C3923,Clothing,201.02,Gift Card,7/2/2024
T007115,C4813,Beauty,26.08,Crypto,7/3/2024
T007116,C1246,Toys,60.35,Crypto,9/1/2024
T007117,C9173,Electronics,39.97,PayPal,5/21/2025
T007118,C8921,Home,286.38,Gift Card,5/10/2025
T007119,C7563,Home,199.22,Crypto,6/6/2025
T007120,C7440,Beauty,14.35,PayPal,4/28/2025
T007121,C6058,Electronics,10.54,PayPal,12/17/2024
T007122,C5988,Electronics,4.36,Crypto,10/21/2024
T007123,C7378,Clothing,109,Credit Card,12/23/2024
T007124,C6511,Clothing,82.2,Gift Card,9/11/2024
T007125,C3150,Home,27.98,PayPal,10/11/2024
T007126,C6045,Home,99.52,Crypto,6/18/2025
T007127,C9141,Electronics,208.48,PayPal,6/18/2025
T007128,C6367,Clothing,18.91,Gift Card,1/11/2025
T007129,C1023,Clothing,16.74,PayPal,10/27/2024
T007130,C6970,Home,42.74,PayPal,5/7/2025
T007131,C5998,Toys,10.43,Crypto,2/10/2025
T007132,C5305,Electronics,14.78,Credit Card,3/25/2025
T007133,C6543,Electronics,88.72,PayPal,6/16/2025
T007134,C6380,Electronics,81.33,PayPal,2/17/2025
T007135,C2536,Electronics,82.84,Gift Card,7/3/2024
T007136,C1857,Toys,133.5,Crypto,8/26/2024
T007137,C3740,Toys,39.71,Gift Card,5/6/2025
T007138,C7241,Electronics,18.98,Credit Card,11/9/2024
T007139,C8782,Beauty,48.52,Credit Card,2/18/2025
T007140,C8274,Electronics,46.33,Gift Card,11/16/2024
T007141,C8367,Beauty,64.39,Credit Card,6/14/2025
T007142,C6876,Beauty,19.13,Gift Card,2/20/2025
T007143,C2294,Electronics,43.61,Gift Card,7/22/2024
T007144,C4729,Toys,30.76,Gift Card,2/17/2025
T007145,C7246,Home,63.49,Credit Card,8/15/2024
T007146,C2829,Clothing,38.48,Gift Card,2/26/2025
T007147,C2415,Home,10.2,PayPal,8/15/2024
T007148,C1186,Electronics,111.19,PayPal,3/1/2025
T007149,C1582,Clothing,146.54,Gift Card,12/8/2024
T007150,C6905,Toys,53.49,Crypto,6/12/2025
T007151,C8670,Toys,36.69,Crypto,8/1/2024
T007152,C5597,Home,158.27,Credit Card,8/16/2024
T007153,C9462,Home,7.61,Credit Card,11/4/2024
T007154,C7071,Home,10.42,PayPal,10/15/2024
T007155,C1507,Home,59.48,Crypto,9/6/2024
T007156,C4539,Clothing,67.69,Crypto,1/17/2025
T007157,C6963,Electronics,21.2,PayPal,12/11/2024
T007158,C5195,Beauty,26.71,Gift Card,1/5/2025
T007159,C7757,Clothing,54.3,Gift Card,7/16/2024
T007160,C1188,Toys,16.58,Crypto,7/24/2024
T007161,C5840,Clothing,6.3,Crypto,5/20/2025
T007162,C3345,Beauty,5.52,Crypto,1/20/2025
T007163,C7828,Toys,83.91,PayPal,9/24/2024
T007164,C1837,Electronics,217.67,Gift Card,3/27/2025
T007165,C2909,Clothing,34.22,Credit Card,8/5/2024
T007166,C4180,Electronics,21.69,PayPal,5/1/2025
T007167,C8845,Toys,17.91,PayPal,12/12/2024
T007168,C8246,Beauty,68.46,PayPal,6/6/2025
T007169,C6586,Electronics,409.74,Crypto,8/31/2024
T007170,C5586,Toys,2.75,Gift Card,8/17/2024
T007171,C5359,Beauty,4.52,Credit Card,10/27/2024
T007172,C7446,Beauty,9.81,Gift Card,8/30/2024
T007173,C3350,Clothing,2.24,Crypto,11/1/2024
T007174,C4672,Electronics,341.44,Credit Card,12/17/2024
T007175,C1841,Toys,65.84,Gift Card,5/24/2025
T007176,C9278,Clothing,42.88,Crypto,5/31/2025
T007177,C2156,Home,75.4,Credit Card,9/14/2024
T007178,C5662,Electronics,149.83,Gift Card,1/15/2025
T007179,C8624,Home,167.14,PayPal,3/20/2025
T007180,C9962,Clothing,49.2,Crypto,11/25/2024
T007181,C5477,Clothing,53.54,Credit Card,12/21/2024
T007182,C9698,Toys,126.88,Crypto,9/2/2024
T007183,C8128,Home,160.89,Credit Card,7/21/2024
T007184,C7755,Toys,41.89,PayPal,3/2/2025
T007185,C5326,Electronics,207.73,Gift Card,5/4/2025
T007186,C7860,Beauty,19.21,Credit Card,5/13/2025
T007187,C2895,Toys,1.15,PayPal,11/6/2024
T007188,C5419,Beauty,52.05,Credit Card,8/29/2024
T007189,C1842,Home,75.81,Gift Card,11/22/2024
T007190,C6076,Electronics,138.24,PayPal,7/27/2024
T007191,C8294,Home,76.9,Gift Card,11/16/2024
T007192,C3745,Electronics,106.7,PayPal,9/25/2024
T007193,C5725,Clothing,5.08,Gift Card,1/22/2025
T007194,C8063,Electronics,21.29,Gift Card,2/10/2025
T007195,C5025,Clothing,101.09,Gift Card,6/1/2025
T007196,C9577,Home,14.98,PayPal,10/17/2024
T007197,C9800,Home,77.3,Gift Card,11/23/2024
T007198,C8916,Clothing,90.92,Gift Card,10/25/2024
T007199,C6881,Home,99.02,Gift Card,9/29/2024
T007200,C1703,Electronics,159.11,PayPal,12/5/2024
T007201,C4587,Clothing,63.15,Credit Card,2/3/2025
T007202,C4370,Toys,15.08,PayPal,11/10/2024
T007203,C8932,Electronics,45.71,Crypto,8/27/2024
T007204,C5641,Toys,95.49,Gift Card,8/3/2024
T007205,C5035,Beauty,76.61,PayPal,1/23/2025
T007206,C7559,Home,372.29,PayPal,1/8/2025
T007207,C5154,Toys,24.99,Gift Card,11/25/2024
T007208,C9229,Home,108.1,Crypto,12/17/2024
T007209,C9983,Electronics,92.86,Credit Card,2/16/2025
T007210,C6552,Toys,231.44,Crypto,12/4/2024
T007211,C5189,Beauty,119.81,Crypto,9/20/2024
T007212,C8610,Clothing,7.6,Gift Card,11/28/2024
T007213,C4507,Home,71.91,Credit Card,7/2/2024
T007214,C5301,Home,133.31,Gift Card,11/20/2024
T007215,C2467,Toys,58.63,Credit Card,2/3/2025
T007216,C5670,Electronics,61.51,Gift Card,7/25/2024
T007217,C7935,Electronics,9.16,PayPal,2/18/2025
T007218,C3351,Home,55.74,Credit Card,2/10/2025
T007219,C1240,Electronics,62.13,PayPal,1/7/2025
T007220,C4461,Clothing,12.56,Credit Card,2/23/2025
T007221,C5580,Beauty,45.13,Crypto,2/27/2025
T007222,C3874,Clothing,234.52,Gift Card,4/9/2025
T007223,C9396,Toys,21.11,PayPal,6/29/2024
T007224,C5981,Clothing,37.46,Gift Card,10/5/2024
T007225,C8479,Clothing,141.85,Crypto,3/14/2025
T007226,C7503,Clothing,130.97,Credit Card,5/12/2025
T007227,C8606,Clothing,40.91,PayPal,3/4/2025
T007228,C7837,Clothing,13.86,Crypto,2/13/2025
T007229,C4083,Toys,10.8,Crypto,11/1/2024
T007230,C3857,Electronics,24.51,Credit Card,10/26/2024
T007231,C3855,Home,98.64,Gift Card,6/15/2025
T007232,C5392,Electronics,52.4,PayPal,8/4/2024
T007233,C3440,Toys,18.87,Gift Card,1/16/2025
T007234,C4745,Beauty,10.82,Crypto,2/18/2025
T007235,C8811,Home,19.56,Gift Card,1/18/2025
T007236,C8642,Clothing,1.49,Gift Card,8/21/2024
T007237,C6396,Electronics,127.22,Crypto,10/10/2024
T007238,C3125,Clothing,10.75,Gift Card,6/22/2025
T007239,C6888,Clothing,143.92,Gift Card,2/25/2025
T007240,C3398,Electronics,286.85,Crypto,4/10/2025
T007241,C5147,Clothing,28.45,Crypto,1/16/2025
T007242,C3192,Electronics,1.1,Credit Card,3/21/2025
T007243,C9867,Beauty,39.84,Credit Card,4/11/2025
T007244,C6512,Home,29.66,Gift Card,12/16/2024
T007245,C5638,Beauty,18.97,PayPal,10/7/2024
T007246,C5633,Clothing,51.87,Credit Card,3/16/2025
T007247,C1198,Home,169.64,Crypto,11/25/2024
T007248,C8817,Beauty,55.38,Crypto,2/27/2025
T007249,C5274,Toys,42.26,Crypto,1/10/2025
T007250,C6005,Beauty,262.94,Gift Card,12/10/2024
T007251,C5393,Toys,119.83,Crypto,12/1/2024
T007252,C9611,Electronics,40.82,Gift Card,1/12/2025
T007253,C6644,Home,19.01,PayPal,7/24/2024
T007254,C9689,Clothing,172.52,Credit Card,5/8/2025
T007255,C2028,Electronics,59.7,Gift Card,10/26/2024
T007256,C2051,Home,27.19,PayPal,11/21/2024
T007257,C4284,Toys,119.89,Crypto,11/11/2024
T007258,C8813,Home,73.81,PayPal,6/21/2025
T007259,C9225,Electronics,52.98,Gift Card,12/29/2024
T007260,C4793,Beauty,10.56,Crypto,1/19/2025
T007261,C9082,Electronics,53.65,Credit Card,5/26/2025
T007262,C1484,Toys,4.47,Gift Card,6/14/2025
T007263,C8574,Clothing,60.02,PayPal,2/6/2025
T007264,C2323,Clothing,178.64,PayPal,12/28/2024
T007265,C6357,Home,7.89,Crypto,4/19/2025
T007266,C4898,Clothing,260.86,Crypto,8/13/2024
T007267,C9213,Toys,334.64,Crypto,3/27/2025
T007268,C5699,Home,17.37,Credit Card,10/19/2024
T007269,C6364,Home,66.28,PayPal,3/30/2025
T007270,C3915,Electronics,3.44,Crypto,3/29/2025
T007271,C1774,Electronics,171.49,PayPal,8/7/2024
T007272,C2580,Home,179.21,PayPal,8/1/2024
T007273,C2206,Home,91.36,Gift Card,8/9/2024
T007274,C1096,Electronics,109.49,Gift Card,4/8/2025
T007275,C8614,Beauty,128.15,Gift Card,3/28/2025
T007276,C1594,Beauty,52.47,Credit Card,6/26/2025
T007277,C2242,Home,112.79,Gift Card,12/23/2024
T007278,C6306,Home,20.07,Crypto,10/10/2024
T007279,C3535,Beauty,223.66,Credit Card,10/16/2024
T007280,C8596,Toys,12.2,Crypto,12/4/2024
T007281,C5562,Electronics,2.27,PayPal,7/25/2024
T007282,C3872,Toys,31.29,Credit Card,4/1/2025
T007283,C6864,Clothing,178.22,Gift Card,10/6/2024
T007284,C8876,Toys,7.06,PayPal,10/6/2024
T007285,C4337,Beauty,87.56,Crypto,9/7/2024
T007286,C2401,Toys,80.31,Credit Card,6/11/2025
T007287,C3992,Toys,68.3,PayPal,3/31/2025
T007288,C1044,Electronics,46.71,PayPal,9/12/2024
T007289,C7010,Electronics,59.02,PayPal,3/15/2025
T007290,C4405,Clothing,168.76,Crypto,3/20/2025
T007291,C6638,Electronics,64.04,Credit Card,11/8/2024
T007292,C8779,Clothing,47.54,Gift Card,11/28/2024
T007293,C7554,Home,220.06,PayPal,7/30/2024
T007294,C1213,Electronics,86.13,Credit Card,3/24/2025
T007295,C1353,Home,54.97,Gift Card,8/7/2024
T007296,C7886,Electronics,53.64,Crypto,3/13/2025
T007297,C2963,Home,119.68,Credit Card,7/1/2024
T007298,C8485,Beauty,9.38,Gift Card,9/25/2024
T007299,C2701,Beauty,19.53,Crypto,7/15/2024
T007300,C4283,Home,7.85,Credit Card,12/27/2024
T007301,C7695,Toys,117.3,PayPal,4/28/2025
T007302,C9052,Electronics,22.28,Credit Card,9/30/2024
T007303,C1522,Electronics,197.52,Gift Card,11/30/2024
T007304,C8827,Beauty,95.86,Crypto,7/24/2024
T007305,C3533,Home,31.42,PayPal,10/8/2024
T007306,C2646,Toys,32.57,Crypto,1/15/2025
T007307,C3873,Home,78.04,Crypto,4/5/2025
T007308,C4529,Toys,64.59,Gift Card,6/15/2025
T007309,C8758,Clothing,28.32,Crypto,6/27/2025
T007310,C9881,Toys,23.66,Gift Card,6/21/2025
T007311,C7892,Home,50.54,PayPal,7/29/2024
T007312,C9571,Electronics,39.72,Gift Card,3/6/2025
T007313,C8387,Home,232.48,Gift Card,9/29/2024
T007314,C5139,Beauty,110.18,PayPal,1/11/2025
T007315,C5285,Beauty,18.81,Crypto,5/31/2025
T007316,C6873,Toys,50.57,Gift Card,3/26/2025
T007317,C2628,Home,83.61,Gift Card,11/28/2024
T007318,C2133,Toys,101.62,Credit Card,11/7/2024
T007319,C2179,Electronics,15.38,Credit Card,11/5/2024
T007320,C2714,Electronics,15.99,Credit Card,12/29/2024
T007321,C8001,Clothing,42.21,Crypto,7/25/2024
T007322,C8493,Beauty,178.3,Gift Card,6/19/2025
T007323,C5661,Electronics,38.16,PayPal,11/11/2024
T007324,C4729,Electronics,145.78,Credit Card,5/28/2025
T007325,C7703,Electronics,55.07,Credit Card,5/14/2025
T007326,C5215,Beauty,60.49,PayPal,1/3/2025
T007327,C6737,Toys,142.44,Credit Card,11/2/2024
T007328,C2334,Home,56.41,PayPal,8/9/2024
T007329,C6005,Toys,10.76,Credit Card,10/19/2024
T007330,C8884,Toys,23.82,PayPal,11/18/2024
T007331,C7093,Clothing,1.34,Gift Card,9/11/2024
T007332,C1998,Home,16.75,PayPal,11/25/2024
T007333,C7083,Clothing,91.53,PayPal,1/17/2025
T007334,C8917,Clothing,77.14,Gift Card,1/18/2025
T007335,C3884,Beauty,26.82,Credit Card,12/24/2024
T007336,C3473,Clothing,106.88,PayPal,3/2/2025
T007337,C9042,Beauty,6.53,Crypto,3/3/2025
T007338,C5751,Beauty,64.13,PayPal,9/18/2024
T007339,C9978,Electronics,54.84,PayPal,2/14/2025
T007340,C3149,Electronics,45.88,Credit Card,2/9/2025
T007341,C8163,Home,193.23,Gift Card,1/21/2025
T007342,C9497,Home,172.37,Crypto,5/28/2025
T007343,C2521,Home,101.81,Gift Card,3/30/2025
T007344,C4619,Electronics,79.23,Crypto,3/20/2025
T007345,C2435,Home,38.31,PayPal,3/31/2025
T007346,C9648,Home,10.92,Gift Card,1/31/2025
T007347,C3466,Beauty,26.11,PayPal,5/26/2025
T007348,C3350,Home,51.23,PayPal,1/26/2025
T007349,C4330,Clothing,3.83,Gift Card,12/2/2024
T007350,C8517,Beauty,86.71,Crypto,5/15/2025
T007351,C4785,Toys,136.36,Gift Card,2/17/2025
T007352,C3496,Clothing,203.31,Credit Card,8/15/2024
T007353,C5977,Beauty,16.5,Credit Card,2/21/2025
T007354,C4574,Electronics,87.08,PayPal,1/25/2025
T007355,C5483,Clothing,22.15,Gift Card,7/16/2024
T007356,C8527,Toys,47.23,Crypto,12/5/2024
T007357,C7578,Beauty,12.28,PayPal,8/13/2024
T007358,C7381,Toys,398.64,PayPal,12/2/2024
T007359,C9102,Beauty,93.43,Crypto,8/4/2024
T007360,C2040,Home,35.34,Crypto,10/13/2024
T007361,C9675,Beauty,55.19,Gift Card,6/20/2025
T007362,C6643,Home,9.34,PayPal,11/10/2024
T007363,C4681,Toys,72.35,Crypto,7/7/2024
T007364,C8436,Home,91.71,Credit Card,1/10/2025
T007365,C6200,Toys,76.31,Credit Card,10/6/2024
T007366,C8667,Clothing,5.72,Crypto,6/29/2024
T007367,C1131,Clothing,53.33,Credit Card,1/3/2025
T007368,C7531,Home,5.03,PayPal,8/10/2024
T007369,C7720,Home,18.4,Gift Card,5/29/2025
T007370,C1888,Home,201.5,Gift Card,8/28/2024
T007371,C9446,Toys,55.19,PayPal,11/15/2024
T007372,C8477,Home,178.99,Gift Card,9/12/2024
T007373,C3024,Electronics,78.31,Credit Card,12/3/2024
T007374,C7238,Clothing,79.16,PayPal,5/4/2025
T007375,C6452,Home,63.79,Gift Card,7/31/2024
T007376,C3854,Electronics,87.33,Gift Card,5/23/2025
T007377,C6982,Beauty,97.91,Crypto,12/15/2024
T007378,C7073,Home,92.63,Crypto,12/24/2024
T007379,C1031,Electronics,37.6,PayPal,10/26/2024
T007380,C5358,Home,56.26,PayPal,2/7/2025
T007381,C5818,Toys,13.66,Crypto,5/14/2025
T007382,C8526,Electronics,112.73,Gift Card,2/26/2025
T007383,C2143,Home,59.02,Credit Card,12/31/2024
T007384,C7427,Beauty,299.7,PayPal,2/22/2025
T007385,C9755,Home,215.29,Credit Card,11/8/2024
T007386,C9295,Home,13.89,Crypto,8/13/2024
T007387,C4981,Toys,34.92,Credit Card,3/18/2025
T007388,C2348,Electronics,80.06,Credit Card,3/25/2025
T007389,C2418,Beauty,157.01,Credit Card,4/10/2025
T007390,C4562,Electronics,135.06,Credit Card,2/9/2025
T007391,C4278,Clothing,9.15,Crypto,7/31/2024
T007392,C9372,Toys,0.56,Crypto,12/4/2024
T007393,C2510,Toys,131.5,Credit Card,9/30/2024
T007394,C4335,Electronics,12.15,PayPal,8/13/2024
T007395,C5125,Beauty,128.62,PayPal,3/15/2025
T007396,C1344,Clothing,265.05,PayPal,4/16/2025
T007397,C4963,Beauty,135.22,Credit Card,9/7/2024
T007398,C1078,Clothing,53.42,PayPal,4/2/2025
T007399,C3656,Electronics,10.32,Gift Card,9/4/2024
T007400,C6870,Home,414.6,PayPal,6/22/2025
T007401,C3793,Toys,302.26,Gift Card,8/3/2024
T007402,C6573,Clothing,76.33,Credit Card,7/13/2024
T007403,C9311,Home,23.34,PayPal,10/21/2024
T007404,C3535,Electronics,102.13,Gift Card,3/23/2025
T007405,C2794,Toys,191.34,Credit Card,3/5/2025
T007406,C6154,Toys,81.74,Gift Card,3/13/2025
T007407,C5387,Home,94.1,Credit Card,12/7/2024
T007408,C4214,Clothing,8.39,Crypto,4/21/2025
T007409,C7643,Electronics,97.14,PayPal,6/30/2024
T007410,C2266,Beauty,67.74,Gift Card,2/19/2025
T007411,C1161,Home,102.01,Gift Card,9/26/2024
T007412,C3299,Toys,139.62,Credit Card,5/6/2025
T007413,C9669,Electronics,82.42,Crypto,6/13/2025
T007414,C5516,Beauty,15.32,Crypto,1/24/2025
T007415,C1917,Electronics,38.2,Credit Card,6/23/2025
T007416,C5668,Home,95.19,Gift Card,4/13/2025
T007417,C4238,Electronics,97.59,Credit Card,3/7/2025
T007418,C8220,Beauty,3.99,Credit Card,2/8/2025
T007419,C2415,Electronics,72.85,Gift Card,2/6/2025
T007420,C4047,Electronics,127.71,Crypto,4/9/2025
T007421,C7141,Electronics,149.99,Gift Card,8/4/2024
T007422,C8152,Clothing,114.07,PayPal,7/16/2024
T007423,C5217,Beauty,115.06,PayPal,5/29/2025
T007424,C3156,Clothing,168.22,Gift Card,11/17/2024
T007425,C5386,Electronics,98.91,Crypto,4/8/2025
T007426,C1311,Beauty,29.93,Crypto,8/14/2024
T007427,C8817,Electronics,86.28,Credit Card,9/1/2024
T007428,C2037,Clothing,118.57,PayPal,4/1/2025
T007429,C9895,Home,59.5,PayPal,10/5/2024
T007430,C9510,Home,42.3,Gift Card,12/2/2024
T007431,C1875,Beauty,0.68,Credit Card,9/24/2024
T007432,C3385,Electronics,55.95,PayPal,12/6/2024
T007433,C3928,Beauty,51.76,Gift Card,10/31/2024
T007434,C3618,Home,69.77,Crypto,10/19/2024
T007435,C4095,Home,21.39,Credit Card,9/2/2024
T007436,C9630,Beauty,27.44,Credit Card,9/29/2024
T007437,C3568,Clothing,109.54,Crypto,5/9/2025
T007438,C8595,Clothing,19.29,Credit Card,8/27/2024
T007439,C8136,Toys,159.21,Crypto,5/29/2025
T007440,C6327,Clothing,57.93,PayPal,10/3/2024
T007441,C4399,Clothing,16.65,Credit Card,11/6/2024
T007442,C8202,Clothing,9.27,Credit Card,11/3/2024
T007443,C7875,Toys,80.02,Crypto,4/9/2025
T007444,C4261,Home,113.81,Crypto,7/5/2024
T007445,C6544,Beauty,110.19,Gift Card,11/22/2024
T007446,C9738,Electronics,111.34,Credit Card,12/15/2024
T007447,C8416,Beauty,41.85,Gift Card,4/4/2025
T007448,C7269,Toys,171.97,PayPal,11/1/2024
T007449,C2848,Electronics,218.43,Crypto,3/4/2025
T007450,C7192,Clothing,20.61,Gift Card,9/28/2024
T007451,C8881,Toys,52.06,PayPal,12/24/2024
T007452,C7133,Beauty,70.93,Credit Card,6/6/2025
T007453,C6584,Clothing,198.34,Gift Card,6/19/2025
T007454,C6261,Toys,35.32,Crypto,1/22/2025
T007455,C4441,Beauty,266,Crypto,8/18/2024
T007456,C3112,Beauty,177.01,PayPal,9/24/2024
T007457,C9985,Clothing,489.76,Crypto,10/13/2024
T007458,C9747,Beauty,15.44,Crypto,11/10/2024
T007459,C5297,Toys,259.9,Crypto,11/4/2024
T007460,C9588,Toys,19.12,Crypto,2/8/2025
T007461,C4286,Home,35.26,Credit Card,2/11/2025
T007462,C4758,Electronics,22.52,Crypto,11/5/2024
T007463,C9037,Clothing,28.18,PayPal,3/26/2025
T007464,C6278,Clothing,237.54,PayPal,3/18/2025
T007465,C7054,Home,45.73,Credit Card,2/22/2025
T007466,C9395,Electronics,56.41,PayPal,3/27/2025
T007467,C9423,Beauty,90.44,Gift Card,11/27/2024
T007468,C6439,Electronics,32.87,Gift Card,1/31/2025
T007469,C8901,Beauty,108.97,Gift Card,5/7/2025
T007470,C8946,Home,27.04,Credit Card,9/30/2024
T007471,C3180,Clothing,14.72,PayPal,6/27/2025
T007472,C2124,Clothing,55.18,Gift Card,7/4/2024
T007473,C1060,Clothing,30.56,Crypto,7/7/2024
T007474,C6454,Home,2.57,Credit Card,12/21/2024
T007475,C7981,Beauty,96.49,Credit Card,11/18/2024
T007476,C7295,Electronics,48.25,PayPal,1/10/2025
T007477,C5893,Toys,29.52,Crypto,9/22/2024
T007478,C9391,Beauty,82.02,Credit Card,8/15/2024
T007479,C7488,Beauty,37.2,PayPal,8/28/2024
T007480,C5808,Clothing,11.27,Crypto,12/6/2024
T007481,C4120,Electronics,3.97,Credit Card,7/22/2024
T007482,C1803,Home,190.82,Credit Card,7/11/2024
T007483,C1720,Clothing,62.77,Gift Card,3/14/2025
T007484,C3766,Electronics,1.52,Crypto,5/28/2025
T007485,C9955,Beauty,37.02,Credit Card,12/31/2024
T007486,C8590,Home,15.26,Crypto,12/8/2024
T007487,C2821,Clothing,318.51,Gift Card,3/11/2025
T007488,C7405,Electronics,133.28,Crypto,6/5/2025
T007489,C3400,Electronics,17.93,Crypto,11/30/2024
T007490,C7227,Clothing,67.19,Gift Card,6/29/2024
T007491,C5263,Toys,46.98,PayPal,4/28/2025
T007492,C1854,Toys,216.32,PayPal,5/2/2025
T007493,C4575,Toys,82.56,PayPal,9/7/2024
T007494,C3917,Clothing,18.67,PayPal,5/5/2025
T007495,C2829,Toys,78.66,Credit Card,8/24/2024
T007496,C6819,Home,2.65,Crypto,10/1/2024
T007497,C2854,Clothing,1.53,Gift Card,8/6/2024
T007498,C7027,Home,34.88,PayPal,5/6/2025
T007499,C9212,Beauty,193.95,Crypto,3/12/2025
T007500,C9426,Toys,183.19,Gift Card,11/28/2024
T007501,C6020,Toys,64.96,PayPal,10/16/2024
T007502,C1172,Toys,28.2,Crypto,5/28/2025
T007503,C9205,Electronics,23.64,Gift Card,6/25/2025
T007504,C3522,Home,61.46,Gift Card,9/5/2024
T007505,C2339,Home,132.66,Crypto,4/22/2025
T007506,C8600,Home,134.26,Credit Card,11/4/2024
T007507,C6599,Electronics,22.42,PayPal,12/26/2024
T007508,C2290,Clothing,42.09,Credit Card,1/6/2025
T007509,C9115,Home,100.28,Credit Card,12/23/2024
T007510,C2376,Home,12.72,Gift Card,12/11/2024
T007511,C1498,Clothing,116.52,Gift Card,4/21/2025
T007512,C5908,Beauty,4.79,Gift Card,3/25/2025
T007513,C8074,Clothing,98.63,Crypto,3/16/2025
T007514,C5323,Beauty,52.5,Crypto,11/11/2024
T007515,C7774,Home,43.53,Gift Card,4/15/2025
T007516,C2948,Clothing,91.14,Credit Card,9/7/2024
T007517,C9948,Clothing,63.07,Crypto,4/4/2025
T007518,C8815,Electronics,26.19,Credit Card,7/2/2024
T007519,C6630,Beauty,146.26,Gift Card,12/8/2024
T007520,C1103,Electronics,213.68,Crypto,11/15/2024
T007521,C2854,Beauty,50.62,Credit Card,11/12/2024
T007522,C2419,Clothing,109.27,Crypto,3/29/2025
T007523,C5738,Home,46.37,PayPal,7/11/2024
T007524,C7137,Beauty,132.5,Gift Card,11/24/2024
T007525,C3040,Beauty,4.52,PayPal,9/27/2024
T007526,C7610,Toys,11.2,PayPal,1/1/2025
T007527,C1639,Beauty,183.1,Crypto,10/3/2024
T007528,C6628,Toys,48.27,Gift Card,1/12/2025
T007529,C5752,Home,27.34,Credit Card,8/17/2024
T007530,C6232,Beauty,89.1,PayPal,5/23/2025
T007531,C2721,Home,0.42,Crypto,4/25/2025
T007532,C2849,Beauty,53.91,Gift Card,8/14/2024
T007533,C1826,Toys,22.39,Crypto,4/3/2025
T007534,C3091,Beauty,157.31,Gift Card,6/21/2025
T007535,C4458,Electronics,13.9,Credit Card,8/22/2024
T007536,C5483,Toys,36.8,Crypto,3/22/2025
T007537,C1940,Beauty,32.93,Credit Card,8/6/2024
T007538,C8693,Toys,75.99,Credit Card,3/20/2025
T007539,C8494,Beauty,39.19,Credit Card,9/24/2024
T007540,C6541,Electronics,111.62,Credit Card,4/8/2025
T007541,C8120,Home,246.26,Crypto,10/12/2024
T007542,C2498,Beauty,33.07,Crypto,2/22/2025
T007543,C5817,Home,70.5,Gift Card,2/20/2025
T007544,C5940,Clothing,75.28,Credit Card,2/24/2025
T007545,C8981,Home,53.81,Credit Card,8/29/2024
T007546,C7294,Toys,10.02,PayPal,4/17/2025
T007547,C7910,Electronics,31.98,Crypto,2/3/2025
T007548,C5594,Home,20.19,PayPal,7/21/2024
T007549,C4403,Beauty,42.61,Gift Card,7/26/2024
T007550,C1556,Beauty,81.66,PayPal,11/2/2024
T007551,C9939,Home,195.19,PayPal,12/22/2024
T007552,C8013,Home,39.9,Credit Card,6/26/2025
